id,name,store_name,com_code,area_code,zipcode,address1,address2,address3,tel,shopping_time,shopping_time_text,holiday_info,spec,parking_count,floor_start,floor_end,intro,map_x,map_y,map_info,culture_id,culture_tel,oil_yn,electric_yn,dlv_srv_yn,store_tp,store_l_yn,tel_no2,store_e_yn,tel_no3,store_m_yn,tel_no4,store_p_yn,tel_no5,store_dl_yn,store_dc_yn,store_sc_yn,store_bc_yn,store_tk_yn,store_pk_yn,store_mc_yn,store_fd_yn,store_ss_yn,store_n_yn,tel_no6,store_bt_yn,tel_no7
1047,이마트 수지점,수지점_일렉트로마트,EMT,I,448150,경기도 용인시 수지구 수지로 203,(신봉동),경기도 용인시 수지구 신봉동 909,031-270-1234,10:00~22:00,,"[2023-07-09,2023-07-23,2023-06-11,2023-06-25,2023-01-22]","12,826",711,-2,5,"■ 유료주차 (케이엠파크)

- 주차요금
무료회차 시간- 30분이내/ 기본요금 10분당 1,000원

- 구매 금액별 무료 주차 시간!
:1만원이상 2시간/3만원이상 3시간/ 5만원이상 4시간/ 10만원이상 5시간

- 주요 임대매장 무료 주차시간
:약국,열쇠등 1시간/ 카페,식음 2시간/ 병원,네일 3시간/ 경정비,미용실등 6시간",37.3195504,127.0831932,"[버스 이용시]
마을버스: 1,1-1,2-1,15,15-2, 15-5,16,82,88A,88B 
초록(지선버스): 60, 700-2, 720-1, 720-2 
빨강(좌석버스): 1550, 5500-2 

[자가용 이용시]
죽전역 방향에서 승용차 이용시
죽전역 →  수지구청 방면 → 풍덕고교 사거리에서 풍덕천2동 주민센터 방면으로 
우회전 → 풍덕천 2동 주민센터 사거리에서 신봉동 주민센터 방면으로 좌회전
수원 방향에서 승용차 이용시
43번 국도(죽전,경기광주)방면  → 상현5차 현대 아파트 앞 사거리 → 신봉동 주민센터 방면으로 좌회전  → 신봉동 주민센터|용인시여성회관 방면으로 우회전",1047,031-270-1250,N,Y,Y,A,,,Y,031-270-1207,,,,,,,,,,,,,,,,,
1048,이마트 신제주점,,EMT,P,690180,제주특별자치도 제주시 1100로 3348,,제주특별자치도 제주시 노형동 919,064-798-1234,10:00~22:00,,"[2023-06-09,2023-06-24,2023-07-14,2023-07-22,2023-01-22]","7,998",295,-1,5,"○ 최초 30분 무료주차
▶ 이후 10분당  1,000원 (일 최대 50,000원) 

▶ 1만원 이상 : 1시간 무료
▶ 3만원 이상 : 2시간 무료
▶ 5만원 이상 : 3시간 무료

○ i PARKING 고객센터 : 1588-5783",33.48501,126.4803,"[버스 이용시]
311신사동(기점) ↔한라수목원
312신사동(기점) ↔한라수목원
325신사동(기점) ↔한라수목원
360 제주고등학교 ↔ 제주국제대학교
367 제주한라대학교 ↔ 월평마을
415 한라수목원 ↔ 국제여객선터미널
465 제주도립미술관 ↔ 제주도립미술관
466 축산마을 ↔ 축산진흥원입구",,,N,Y,N,A,,,Y,064-798-1207,,,,,,,,,,,,,,,,,
1028,이마트 천안점,,EMT,N,331090,충남 천안시 서북구 충무로 187,,충청남도 천안시 서북구 쌍용동 191,041-620-1234,10:00~22:00,,"[2023-07-09,2023-07-23,2023-06-11,2023-06-25,2023-01-22]","12,083",680,1,4,"■ 구매 금액대별 무료주차 시간
- 1만원이상 : 2시간, 3만원이상 : 3시간, 5만원이상 : 4시간, 10만원이상 : 5시간

■ 일반요금
- 무료회차 시간 : 30분이내(30분이후 요금부과), 기본요금 : 10분당 1,000원",36.7958069,127.127191,"[버스 이용시] 
1, 2, 21, 22, 23, 60, 95, 86, 614, 900, 901, 910, 911, 9,  20, 921, 930, 931번 이마트 정차

[지하철 이용시]
쌍용역 1번 출구→계룡푸른마을APT→이화여성병원→방아다리사거리",1028,041-620-1250,N,Y,N,A,,,Y,041-620-1207,,,,,,,,,,,,,,,,,
1030,이마트 수원점,수원점_일렉트로마트,EMT,I,16585,"경기 수원시 권선구 경수대로 270 (권선동, 주차빌딩)",,경기 수원시 권선구 권선동 1189,031-303-3410,10:00~22:00,※에코리필스테이션 운영점포(1F 계산대 옆),"[2023-07-09,2023-07-23,2023-06-11,2023-06-25,2023-01-22]","12,540",822,1,3,"유료주차 이용안내(사전/무인정산기)
[일반요금]
1. 30분 회차 - 무료 ※30분 초과 시 회차시간 포함 요금징수
2. 기본 10분 - 1,000원
3. 운영시간 - 10:00 ~ 폐점시(야외만 24시간)

[고객할인]
1. 1만원이상 - 2시간
2. 3만원 이상 - 3시간
3. 5만원 이상 - 4시간
4. 10만원이상 - 5시간
※최대 5시간을 초과 할 수 없습니다.(영수증 중복적용 가능)

[유의사항]
1. 이마트 계산대에서 발행된 당일 영수증만 사용가능 합니다.
2. 그 외 영수증은 구매하신 매장에서 주차할인을 적용 받으시길 바랍니다.
*사전 정산 시 구매하신 영수증을 모두 적용해 주세요!
*사전 정산 후 30분 이내 출차하셔야 됩니다.

[사전 무인정산기 위치]
1층: 매장입구 2대, 주차장 계단 앞
2층: 주차장 연결통로 3대
3층: 무빙워크 상행 앞, E/L앞",37.25137546,127.0204423,"[버스 이용시]
BUS 정류장명 : 버스터미널(수원시 권선구 덕영대로)
BUS 정류장번호 : 02-224 번
마을버스노선 : 5, 5-1, 6-1, 7, 7-1, 7-2,64, 64-1, 82-1, 88, 112, 303, 310
광역버스노선 : 900

마을버스 노선 안내
5번 : 이목동-영통회차장/15분간격
5-1번 : 이목동-동탄/20분
6-1번 : 수원시외버스터미널-오산/50분
7번 : 미금역-영통회차장/14분
7-1번 : 보훈원-동탄신도시/14분
7-2번 : 미금역-영통회차장/14분
13-5번 : 당수동만정A-동탄신도시/25분
64번 : 안양역-동탄신도시/17분
64-1번 : 서수원터미널-곡반정동/38분
82-1번 : 곡반정동-곡반정동/9분
88번 : 오목천동차고-조원동/15분
112번 : 율전동-곡반정동/20분
303번 : 수원역-동탄신도시/50분
310번 : 이목(효행공원)-영통회차장/20분

광역버스 노선안내
900번 : 영통회차장-보라매공원/6분
5번 : 이목동-영통회차장/15분간격
5-1번 : 이목동-동탄/20분
6-1번 : 수원시외버스터미널-오산/50분
7번 : 미금역-영통회차장/14분
7-1번 : 보훈원-동탄신도시/14분
7-2번 : 미금역-영통회차장/14분
13-5번 : 당수동만정A-동탄신도시/25분
64번 : 안양역-동탄신도시/17분
64-1번 : 서수원터미널-곡반정동/38분
82-1번 : 곡반정동-곡반정동/9분
88번 : 오목천동차고-조원동/15분
112번 : 율전동-곡반정동/20분
303번 : 수원역-동탄신도시/50분
310번 : 이목(효행공원)-영통회차장/20분

광역버스 노선안내
900번 : 영통회차장-보라매공원/6분

[지하철 이용시]
지하철 1호선 / 세류역 하차 후 10~15분 도보",,,N,N,Y,A,,,Y,031-303-3432,,,,,,,,,,,,,,,,,
1032,이마트 평택점,,EMT,I,450090,경기 평택시 영신로 29,,경기도 평택시 지제동 50,031-371-1234,10:00~22:00,,"[2023-07-09,2023-07-23,2023-06-11,2023-06-25,2023-01-22]","11,136",664,1,4,무료 주차,37.0209207,127.0757647,"[자가용 이용 시]
자가용 이용 시 : 1번국도변 지제역 맞은편(300M거리) 

[버스 이용 시]
시내버스 이용 시 : 1-1번 
마을버스 이용 시 : 100번, 100-1번 
※버스 이용안내 -[이마트입구]에서 하차

[지하철 이용 시]
평택지제역 하차 - 지제역 사거리 호담, GS칼텍스 주유소쪽 횡단보도 이용 - 전방 400m 이동",,,N,Y,N,A,,,Y,031-371-1207,,,,,,,,,,,,,,,,,
1033,이마트 은평점,,EMT,A,3461,"서울 은평구 은평로 111 (응암동, 은평이마트)",이마트 은평점,서울 은평구 응암동 90-1,02-380-1234,10:00~22:00,,"[2023-07-09,2023-07-23,2023-06-11,2023-06-25,2023-01-22]","12,223",604,-7,9,"1만원이상 2시간무료,
3만원이상 3시간 무료,
5만원이상 4시간 무료,
10만원이상 5시간 무료,
무료회차시간 30분이내,  30분 초과시 매 10분당 1,000원
※ 일일최대 요금 50,000원 이며, 30분 초과시 회차시간 포함 요금 징수 됩니다.",37.60082547,126.9205135,"[지하철 이용시]
6호선 [응암역] 3번출구 (역촌역 방향으로 도보 5분거리) 
6호선 [역촌역] 4번출구 (응암역 방향으로 도보 5분거리) 


[버스 이용시]
·마을버스-은평05 
·초록(지선버스)-7212, 7722, 7613, 7025, 7719, 7722, 7730
·파랑(간선버스)-702A, 702B
※서부병원/서부경찰서/서부경찰서 후문/신진과학기술 고등학교 정거장에서 하차.


[승용차 이용시] 
·[서대문/종로] 방면에서 승용차 이용시 
녹번역 방향→은평구청 방면으로 좌측 방향(은평로) 
→응암역 방향→이마트 은평점 

·[마포] 방면에서 승용차 이용시 
증산교 방면으로 우측방향 (1번국도) 
→중암교에서 월드컵경기장 방면으로 좌회전 →신사오거리 역촌역/은평구청 
방면으로 우회전 (은평로) →이마트 은평점",1033,02-380-1250,N,Y,N,A,,,Y,02-380-1267,,,,,,,,,,,,,,,,,
1034,이마트 여수점,,EMT,L,550210,전남 여수시 좌수영로 277,,전라남도 여수시 오림동 405-1,061-650-1234,10:00~22:00,,"[2023-07-09,2023-07-23,2023-06-11,2023-06-25,2023-01-22]","9,023",510,-1,8,무료주차,34.7579986,127.7147367,"[버스 이용시]
시내방면(양방향) : 999번,666번,333번,18번,7번,6번,5번
화양방면(양방향) : 29번,28번,27번,26-1번,26번,25-1번,25번,24-1번,24번,23번,22번,21번
율촌/소라방면(양방향) : 95번,93번,92번,91번,90번,38번,37번,36번,35번,34번,33번,32번,31번
삼일방면(양방향) : 76번,73번,68번
쌍봉방면(양방향) : 89번,88번,84번,82번,81번,80번
돌산방면(양방향) : 116번,115번,114번,113번,112번,111번,109번,106번,105번,103번,102번,100번",1034,061-650-1250,N,N,N,A,,,Y,061-650-1207,,,,,,,,,,,,,,,,,
1097,이마트 중동점,중동점_일렉트로마트,EMT,I,14547,"경기 부천시 석천로 188 (중동, (주)신세계이마트중동점)",,경기 부천시 중동 1157,032-718-1234,10:00~22:00,,"[2023-07-09,2023-07-23,2023-06-11,2023-06-25,2023-01-22]",14317,705,-2,6,"■무인정산 주차시스템
최초30분 무료회차(30초과시 10분당 1,000원) 
추가10분당 1,000원(ex:31분 주차시 4,000원), 일일권 2만원, 월정기권[평일] 8만원 
이마트매장:1만원/3만원/5만원/10만원 이상 구매시, 2시간/3시간/4시간/5시간 무료
임대매장: 각 코너별 무료주차 구매금액 상이
※최대 5시간을 초과할수 없습니다 (영수증 중복적용 가능)
※운영시간:06시~22시(2,4째주 의무휴점일 제외)",37.50406625,126.7639512,"[지하철 이용시]
7호선 부천시청역 하차후 2번출구방향 
1호선 송내역 하차 후 북부역 광장에서 8, 12-1, 7-1, 7-2, 7-3 번 버스로 환승 

[버스 이용시]
시내버스(인천) 37, 80, 87 번 
(부천) 5, 6, 8, 23, 12-1, 50-1 번 

[자가용 이용시]
인천 방향에서 승용차 이용시 
송내역에서 중동대로를 이용하여 김포방향으로 직진 후 부천소풍터미널 사거리 에서 우회전하여 500m 직진(송내역 → 중동대로 → 부천소풍터미널 사거리 우회전 후 직진)",1097,032-718-1250,N,Y,Y,A,,,Y,032-718-1207,Y,032-718-1290,,,,,,,,,,,,,,,
1037,이마트 칠성점,,EMT,D,702062,대구 북구 침산로 93,,대구광역시 북구 칠성동 2가 20-1,053-609-1234,10:00~22:00,,"[2023-07-10,2023-07-24,2023-06-12,2023-06-26,2023-01-22]","9,648","1,200",-3,1,"주차장 이용 안내 : 
이마트 주차장(야외/ B2 /B3 주차장)은 유료주차장으로 사전 무인 정산시스템으로 운영됩니다.

■ 이마트앱에 차량번호를 등록 후 신세계포인트 적립하시면 계산시 바로 주차 정산됩니다.(구매금액 충족시)

■ 주차장 요금운영 (5분당 500원)
-30분이내 회차시: 무료 (31분부터 요금정산)
-1만원이상구매시 2시간 무료
-3만원이상 구매시 3시간 무료
-5만원이상 구매시 4시간 무료
* 스펙트럼, 메가박스 이용 영수증은 적용되지 않습니다.
  스펙트럼, 메가박스 이용 고객은 스펙트럼쪽 주차장 B4~B5주차장을 이용하시기 바랍니다.

★ B3층 주차장에 전기차 충전소(1대)가 설치되어 있으며 전기차 충전고객의 경우 고객만족센터 확인시 1시간 무료 주차 적용",35.8846379,128.5897425,"[버스 이용시]
버스 → 300, 349, 836, 523, 708, 730, 323, 323-1, 칠곡2, 동구2, 북구4

[지하철 이용시]
지하철 → 1호선 대구역에서 내려 도보로 약 20분 소요
          → 3호선 이용시 북구청역에서 내려 도보로 10분 소요

[자가용 이용시]
＊경북대학교 방면 : 경북대학교 북문 → 경대교에서 북구청 방면 우회전 → 침산네거리 좌회전
→ 이마트 칠성점 
＊시내 방면(시청) : 시청 → 공평로지하차도 → 대성시장 교차로 좌회전 → 대구 북부소방서 
→ 고성파출소 네거리 우회전 → 시민운동장 → 남침산네거리 좌회전 → 이마트 칠성점",,,N,Y,N,A,,,Y,,,,,,,,,,,,,,,,,,
1038,이마트 둔산점,,EMT,F,302120,대전 서구 둔산북로 41,,대전광역시 서구 둔산동 959-2,042-479-1234,10:00~22:00,,"[2023-07-09,2023-07-23,2023-06-11,2023-06-25,2023-01-22]","12,540",850,1,7,"[무인자동정산 주차 시스템]
-당일 1/3/5/10만원 이상 구매시 2/3/4/5시간 무료주차 이용이 가능합니다.
-기본요금 10분당 1,000원
-30분 이내 회차시 무료
-구매영수증(실물,전자) 바코드 정산 또는 꼬리표상 바코드로 정산 가능합니다.
-5층 주차장 내 전기차 충전기 5기 설치(완속)
-3층 애플샵 직통번호 042-476-1206",36.3564978,127.3786039,"[지하철 이용시]
지하철 1호선 정부청사역 하차

[버스 이용시]
514,916,604,605,706,301,211,216,705,116,318,315번 버스
급행버스 이용
3번 버스",1038,042-479-1250,N,Y,N,A,,,Y,042-479-1207,Y,042-479-1223,,,,,,,,,,,,,,,
