SEQ,jijum_seq,jijum_id,floor,category_name,category_delete_yn,store_name,tel,store_delete_yn,store_shopping_time
11,477039,1087,-1,농산/축산/수산/즉석조리/와인샵/e베이커리/가공/일상/생활,N,세탁소(크린에이드),02-761-0706,N,10:00~21:00
11,477041,1087,-1,농산/축산/수산/즉석조리/와인샵/e베이커리/가공/일상/생활,N,상품권샵,02-2280-1065,N,10:00~21:40
11,477037,1087,-1,농산/축산/수산/즉석조리/와인샵/e베이커리/가공/일상/생활,N,정관장,070-4422-8115,N,10:00~22:00
11,477040,1087,-1,농산/축산/수산/즉석조리/와인샵/e베이커리/가공/일상/생활,N,고객만족센터,02-2280-1234,N,10:00~22:00
11,477042,1087,-1,농산/축산/수산/즉석조리/와인샵/e베이커리/가공/일상/생활,N,A/S센터,02-2280-1114,N,10:00~22:00
11,477043,1087,-1,농산/축산/수산/즉석조리/와인샵/e베이커리/가공/일상/생활,N,화장실,02-2280-1234,N,10:00~22:00
11,477044,1087,-1,농산/축산/수산/즉석조리/와인샵/e베이커리/가공/일상/생활,N,e베이커리,02-761-8954,N,10:00~22:00
13,454653,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,돈츠돈츠,--,N,10:00~20:30
13,454654,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,소미,--,N,10:00~20:30
13,454659,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,여행사(하나투어),041-545-9700,N,10:00~20:30
13,454655,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,이디야커피,--,N,10:00~21:00
13,454649,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,유아휴게실/수유실,041-422-1222,N,10:00~22:00
13,454650,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,A/S센터,041-422-1295,N,10:00~22:00
13,454651,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,화장실,041-422-1222,N,10:00~22:00
13,454652,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,e베이커리,041-422-1007,N,10:00~22:00
13,454656,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,아메리칸투어리스트,041-534-7757,N,10:00~22:00
13,454657,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,허시파피,--,N,10:00~22:00
13,454658,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,정관장,041-541-2304,N,10:00~22:00
13,454660,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,아모레퍼시픽 (화장품),041-546-3326,N,10:00~22:00
13,454661,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,비욘드 (화장품),041-543-8920,N,10:00~22:00
13,454662,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,LG네이처컬렉션(더페이스샵/비욘드/수려한) ※화장품,041-534-6376,N,10:00~22:00
13,454663,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,이니스프리 (화장품),041-534-9225,N,10:00~22:00
13,454664,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,더페이스샵 (화장품),041-543-7156,N,10:00~22:00
13,454665,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,가전매장 (대형 가전 = LG 원브랜드),041-422-1207,N,10:00~22:00
13,454666,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,폴햄,--,N,10:00~22:00
13,454647,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,고객만족센터,041-422-1222,N,10:00~22:00
13,454648,1078,-1,농산/축산/수산/즉석조리/가공/일상/생활/문구/완구/가전/패션,N,상품권샵 (상품권 키오스크 1ea),041-422-1065,N,10:00~22:00
14,460412,1078,1,패션브랜드/주차장,N,아가방(유아복),041-545-1107,N,10:00~22:00
14,460413,1078,1,패션브랜드/주차장,N,화장실,041-422-1222,N,10:00~22:00
14,460414,1078,1,패션브랜드/주차장,N,이즐리(여성복),,N,10:00~22:00
14,460415,1078,1,패션브랜드/주차장,N,구겐(여성복),,N,10:00~22:00
14,460416,1078,1,패션브랜드/주차장,N,트레몰로(남성복),,N,10:00~22:00
14,460417,1078,1,패션브랜드/주차장,N,레드페이스(등산),,N,10:00~22:00
14,460418,1078,1,패션브랜드/주차장,N,풋마트(신발 멀티샵),070-7162-2815,N,10:00~22:00
15,410654,1078,2,임대매장/주차장,N,치과(e편한치과),041-546-2804,N,10:00~20:00
15,410657,1078,2,임대매장/주차장,N,세탁소(크린토피아),041-546-1910,N,10:00~21:00
15,410653,1078,2,임대매장/주차장,N,미용실(박승철헤어스투디오),041-534-9173,N,10:00~21:00
15,410656,1078,2,임대매장/주차장,N,안경점(뉴월드),041-545-2300,N,10:00~21:00
15,410655,1078,2,임대매장/주차장,N,약국,041-544-0655,N,10:00~21:00
16,441484,1078,3,문화센터/주차장/전기차 충전소,N,문화센터,041-422-1251,N,10:00~17:00
16,441485,1078,3,문화센터/주차장/전기차 충전소,N,화장실,041-422-1222,N,10:00~22:00
16,441486,1078,3,문화센터/주차장/전기차 충전소,N,전기차 충전소(완속 3개소 차지비),-5647,N,10:00~22:00
16,441487,1078,3,문화센터/주차장/전기차 충전소,N,전기충전소(급속 2개소 시그넷이브이 ),070-4618-1331,N,10:00~22:00
17,472208,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,뉴트리코어(건강식품),031-267-7335,N,10:00~22:00
17,472209,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,LG네이처컬렉션(더페이스샵/이자녹스/비욘드/수려한),031-207-1265,N,10:00~22:00
17,472210,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,아모레퍼시픽,031-207-1297,N,10:00~22:00
17,472211,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,미샤,070-7719-1348,N,10:00~22:00
17,472212,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,비욘드,031-207-1170,N,10:00~22:00
17,472214,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,마몽드,031-267-7036,N,10:00~22:00
17,472216,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,베스킨라빈스,031-207-1264,N,10:00~22:00
17,472218,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,고객만족센터,031-303-3410,N,10:00~22:00
17,472213,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,더페이스샵,031-207-1110,N,10:00~22:00
17,472220,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,화장실,031-303-3410,N,10:00~22:00
17,472221,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,정관장,070-4422-8489,N,10:00~22:00
17,472222,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,상품권샵,031-303-3413,N,10:00~22:00
17,472225,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,송사부고로케,--,N,10:00~22:00
17,472226,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,에코리필스테이션,--,N,10:00~22:00
17,472227,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,허쉬파피,031-267-7331,N,10:00~22:00
17,472228,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,베이커리(밀크앤허니),031-207-1260,N,10:00~22:00
17,472223,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,KT,--,N,11:00~20:00
17,472224,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,SK텔레콤,--,N,11:00~20:00
17,472215,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,뉴욕버거,031-221-2811,N,11:00~22:00
17,472217,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,푸드코트(마켓로커스)21:30 주문마감,--,N,11:00~22:00
17,472219,1030,1,농산/축산/수산/즉석조리/가공/일상/건강샵,N,샤브뎅,--,N,12:00~22:00
18,484269,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,치과(주말 10시~17시),031-207-1075,N,10:00~20:00
18,484270,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,열쇠/도장/시계,031-267-7272,N,10:00~20:00
18,484267,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,수선실,031-207-1253,N,10:00~20:00
18,484297,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,여행사,031-207-1280,N,10:00~20:00
18,484268,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,미용실(이철헤어커커),031-207-1250,N,10:00~21:00
18,484271,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,피부관리실(아미아),031-207-1122,N,10:00~21:00
18,484275,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,스타벅스,031-207-1268,N,10:00~21:00
18,484281,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,월드크리닝,031-278-0390,N,10:00~21:00
18,484266,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,약국,031-207-1278,N,10:00~22:00
18,484273,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,유아휴게실/수유실,031-303-3410,N,10:00~22:00
18,484274,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,화장실,031-303-3410,N,10:00~22:00
18,484276,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,일렉트로마트,031-303-3432,N,10:00~22:00
18,484277,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,A STORE(애플샵),031-303-3434,N,10:00~22:00
18,484278,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,아이코스,031-267-7371,N,10:00~22:00
18,484279,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,안경점(모노클),070-8864-3550,N,10:00~22:00
18,484280,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,다이소,--,N,10:00~22:00
18,484282,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,"시크릿바디(제임스딘,보디가드,시크릿바디)",--,N,10:00~22:00
18,484283,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,인터크루,--,N,10:00~22:00
18,484284,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,뱅뱅,--,N,10:00~22:00
18,484285,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,허니비즈(성원),--,N,10:00~22:00
18,484286,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,모스트맘,--,N,10:00~22:00
18,484287,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,탑텐키즈,--,N,10:00~22:00
18,484288,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,수아팜/쟈키,--,N,10:00~22:00
18,484289,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,휠라,031-207-1246,N,10:00~22:00
18,484290,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,비너스,--,N,10:00~22:00
18,484291,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,데코라인,031-207-1259,N,10:00~22:00
18,484292,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,레드페이스,031-221-6996,N,10:00~22:00
18,484293,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,르까프,031-267-6960,N,10:00~22:00
18,484294,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,프로스펙스,031-207-1286,N,10:00~22:00
18,484295,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,아식스,031-207-1248,N,10:00~22:00
18,484296,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,골프샵,031-267-7278,N,10:00~22:00
18,484298,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,FOOT-MART(슈즈멀티샵),070-7162-2811,N,10:00~22:00
18,484272,1030,2,생활/문구/완구/패션/가전(일렉트로마트),N,네일바,070-7012-9422,N,11:00~20:00
19,427748,1096,-2,농산/축산/수산/즉석조리/가공,N,베이커리 (PIZZA 주문),031-938-0768,N,10:00~21:00
20,479628,1096,-1,생활/문구/완구/가전/패션,N,슈비너스,--,N,10:00~20:30
20,479618,1096,-1,생활/문구/완구/가전/패션,N,데코라인(가구),--,N,10:00~21:00
20,479619,1096,-1,생활/문구/완구/가전/패션,N,허시파피,--,N,10:00~21:00
20,479620,1096,-1,생활/문구/완구/가전/패션,N,아가방,031-973-9550,N,10:00~21:00
20,479621,1096,-1,생활/문구/완구/가전/패션,N,체이스컬트,--,N,10:00~21:00
20,479622,1096,-1,생활/문구/완구/가전/패션,N,휠라(란제리),031-979-0339,N,10:00~21:00
20,479623,1096,-1,생활/문구/완구/가전/패션,N,레드페이스,031-938-2900,N,10:00~21:00
20,479625,1096,-1,생활/문구/완구/가전/패션,N,몰리스펫샵,--,N,10:00~21:00
20,479627,1096,-1,생활/문구/완구/가전/패션,N,코코티에(A&ME),--,N,10:00~21:00
20,479624,1096,-1,생활/문구/완구/가전/패션,N,슈마커,--,N,10:00~21:30
20,479626,1096,-1,생활/문구/완구/가전/패션,N,이마트 가전매장,031-995-1207,N,10:00~22:00
20,479629,1096,-1,생활/문구/완구/가전/패션,N,폴햄,--,N,10:00~22:00
21,476134,1096,1,일상,N,여행사(하나투어),031-963-1233,N,10:00~19:00
21,476146,1096,1,일상,N,수선실,--,N,10:00~19:00
21,476133,1096,1,일상,N,사진관(예작포토),031-971-4770,N,10:00~20:00
21,476143,1096,1,일상,N,뉴욕버거,031-971-2901,N,10:00~20:30
21,476129,1096,1,일상,N,열쇠,031-978-8813,N,10:00~21:00
21,476130,1096,1,일상,N,이디야커피,031-972-0818,N,10:00~21:00
21,476131,1096,1,일상,N,안경점(비전센터),031-973-5185,N,10:00~21:00
21,476135,1096,1,일상,N,세탁소(크린토피아),031-970-4523,N,10:00~21:00
21,476136,1096,1,일상,N,못된고양이,070-4296-5974,N,10:00~21:00
21,476142,1096,1,일상,N,앤티앤스프레즐,--,N,10:00~21:00
21,476144,1096,1,일상,N,오타르&종춘 떡가게,031-938-0686,N,10:00~21:00
21,476145,1096,1,일상,N,쥬얼리(바닐라잼),--,N,10:00~21:00
21,476132,1096,1,일상,N,약국,031-979-7210,N,10:00~21:30
21,476122,1096,1,일상,N,비욘드,031-938-3170,N,10:00~22:00
21,476123,1096,1,일상,N,아모레퍼시픽,031-972-6359,N,10:00~22:00
21,476124,1096,1,일상,N,LG네이처컬렉션(더페이스샵/이자녹스/비욘드/수려한),031-973-8731,N,10:00~22:00
21,476125,1096,1,일상,N,미샤,070-7719-0956,N,10:00~22:00
21,476126,1096,1,일상,N,엔프라니,031-938-3351,N,10:00~22:00
21,476127,1096,1,일상,N,더페이스샵,031-938-0639,N,10:00~22:00
21,476128,1096,1,일상,N,이니스프리,031-970-7139,N,10:00~22:00
21,476138,1096,1,일상,N,고객만족센터,031-995-1234,N,10:00~22:00
21,476139,1096,1,일상,N,상품권샵,031-995-1234,N,10:00~22:00
21,476140,1096,1,일상,N,미니멜츠 자판기,--,N,10:00~22:00
21,476141,1096,1,일상,N,화장실,031-995-1234,N,10:00~22:00
21,476149,1096,1,일상,N,중고핸드폰(민팃),-4537,N,10:00~22:00
21,476150,1096,1,일상,N,두쏠헤어,031-970-1027,N,10:00~22:00
21,476148,1096,1,일상,N,KT,031-979-9799,N,11:00~20:00
21,476147,1096,1,일상,N,SKT,031-994-5832,N,11:00~21:00
21,476137,1096,1,일상,N,유아휴게실/수유실,031-995-1234,N,12:00~20:00
24,479617,1096,4,주차장,N,차량정비소(스피드메이트),031-979-6560,N,10:00~20:00
24,479616,1096,4,주차장,N,전기차 충전소(1번기둥),--,N,10:00~22:00
31,472634,1021,-3,주차장/전기차 충전소,N,●전기차 충전소(한국전기차/급속/1대),1899-2100-,N,10:00~22:00
31,472635,1021,-3,주차장/전기차 충전소,N,●전기차 충전소(에스에스차저/급속/4대),1566-1704-,N,10:00~22:00
32,485458,1021,-2,주차장/차량정비/세탁소,N,●세탁소(월드크리닝),055-742-7788,N,10:00~20:00
32,485456,1021,-2,주차장/차량정비/세탁소,N,"●차량정비(스피드메이트)-6/5(월) 18시 마감, 6/10(토) 17시 마감",055-745-9172,N,10:00~20:00
32,485457,1021,-2,주차장/차량정비/세탁소,N,퍼니박스,-3228,N,10:00~22:00
33,477107,1021,-1,농산/축산/수산/즉석조리/가공/일상/와인샵/KFC/베스킨라빈스,N,●SK텔레콤,070-5154-0134,N,10:00~19:30
33,477106,1021,-1,농산/축산/수산/즉석조리/가공/일상/와인샵/KFC/베스킨라빈스,N,●베스킨라빈스,055-747-1442,N,10:00~22:00
33,477109,1021,-1,농산/축산/수산/즉석조리/가공/일상/와인샵/KFC/베스킨라빈스,N,정관장,055-743-2303,N,10:00~22:00
33,477110,1021,-1,농산/축산/수산/즉석조리/가공/일상/와인샵/KFC/베스킨라빈스,N,블랑제리(베이커리),055-747-1035,N,10:00~22:00
33,477112,1021,-1,농산/축산/수산/즉석조리/가공/일상/와인샵/KFC/베스킨라빈스,N,●푸드코트 미운영(23년 7월 오픈 예정),--,N,10:00~22:00
33,477111,1021,-1,농산/축산/수산/즉석조리/가공/일상/와인샵/KFC/베스킨라빈스,N,●원스탑쥬얼리,,N,10:30~20:30
33,477105,1021,-1,농산/축산/수산/즉석조리/가공/일상/와인샵/KFC/베스킨라빈스,N,●KFC,055-924-0924,N,10:30~21:30
33,477108,1021,-1,농산/축산/수산/즉석조리/가공/일상/와인샵/KFC/베스킨라빈스,N,●어묵포차,,N,12:00~20:00
34,483727,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,●여행사(하나투어),055-741-9999,N,10:00~19:00
34,483726,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,●미용실(이가자헤어비스),055-747-8322,N,10:00~20:00
34,483741,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,●안경(파리글라스),055-772-6887,N,10:00~21:00
34,483728,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,●약국(마트약국),055-743-3216,N,10:00~22:00
34,483729,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,엘지네이처컬렉션(더페이스샵/이자녹스/비욘드/수려한),055-747-8714,N,10:00~22:00
34,483730,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,아모레퍼시픽,055-748-2460,N,10:00~22:00
34,483731,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,네이처리퍼블릭,055-741-8954,N,10:00~22:00
34,483732,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,휠라인티모,,N,10:00~22:00
34,483733,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,더페이스샵,055-741-3462,N,10:00~22:00
34,483734,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,레노마,,N,10:00~22:00
34,483735,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,●상품권샵,055-749-1070,N,10:00~22:00
34,483736,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,●유아휴게실/수유실,055-749-1234,N,10:00~22:00
34,483737,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,자주(JAJU),--,N,10:00~22:00
34,483738,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,비욘드,055-741-1803,N,10:00~22:00
34,483739,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,수아팜,,N,10:00~22:00
34,483740,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,●고객만족센터,055-749-1234,N,10:00~22:00
34,483742,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,화원,--,N,10:00~22:00
34,483743,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,미샤,070-4944-1561,N,10:00~22:00
34,483744,1021,1,생활/패션/화장품/고객만족센터/상품권샵/택배/수유실/유아휴게실/민팃(중고폰),N,탑텐,055-743-4814,N,10:00~22:00
